question,answer,class_1,class_2,vector_database_result,reranker_result
Я же указал дату рождения в профиле… а как в рутубе студии на хуавее изменить остальные данные,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Можно ли изменять данные профиля в приложении Студия RUTUBE?', 'Можно ли изменять данные профиля в приложении Студия RUTUBE?', 'Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?']","[['Можно ли изменять данные профиля в приложении Студия RUTUBE?', 0.6125573515892029], ['Можно ли изменять данные профиля в приложении Студия RUTUBE?', 0.6125569939613342], ['Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 0.2862105071544647]]"
"Немого настроить профиль. Настраиваю пол, куда вписать, могу это сделать в студии на смартфоне?","Да, вы можете изменять данные профиля, включая информацию о поле, в приложении Студия RUTUBE.",ПРЕДЛОЖЕНИЯ,Навигация,"['Можно ли изменять данные профиля в приложении Студия RUTUBE?', 'Можно ли изменять данные профиля в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?']","[['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.0747682973742485], ['Можно ли изменять данные профиля в приложении Студия RUTUBE?', 0.013549601659178734], ['Можно ли изменять данные профиля в приложении Студия RUTUBE?', 0.013549601659178734]]"
в андроиде студии как изменить название канала?,"Чтобы изменить название канала в приложении Студия RUTUBE, вам нужно воспользоваться соответствующими настройками профиля вашего канала. Обычно эта опция доступна в разделе управления каналом, где вы можете редактировать название и описание. Если у вас возникли трудности, обратитесь к разделу помощи в приложении для получения более подробной информации.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 'Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 'Как изменить название моего канала на RUTUBE?']","[['Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 0.07222077995538712], ['Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 0.07222069799900055], ['Как изменить название моего канала на RUTUBE?', 0.04412606731057167]]"
"можно свой ник сделать ""Кулинария"" в приложении Студия на андроиде?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 'Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 'Доступно ли приложение Студия RUTUBE на планшетах?']","[['Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 0.2290547788143158], ['Можно ли изменять название и описание профиля канала в приложении Студия RUTUBE?', 0.22905440628528595], ['Доступно ли приложение Студия RUTUBE на планшетах?', 0.05008191987872124]]"
"Добрый день.Я бы хотел удалить канал  так как не могу понять.Подскажите, пожалуйста, как это сделать? --Админ Тио Андроид студия",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Удаление аккаунта,"['Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Как мне лучше оформить свой канал?']","[['Можно ли удалить канал через приложение Студия RUTUBE?', 0.4195941388607025], ['Можно ли удалить канал через приложение Студия RUTUBE?', 0.4195941388607025], ['Как мне лучше оформить свой канал?', 0.03062986023724079]]"
 здравствуйте прошу удалить аккаунт в студии на вашем канале так как случайно зарегистрировалась повторноудалить аккаунт необходимо с привязкой по номеру телефона скриншот в приложении --Надежда,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Удаление аккаунта,"['Как выйти из аккаунта в приложении Студия RUTUBE?', 'Как выйти из аккаунта в приложении Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?']","[['Можно ли удалить канал через приложение Студия RUTUBE?', 0.13877606391906738], ['Как выйти из аккаунта в приложении Студия RUTUBE?', 0.030113572254776955], ['Как выйти из аккаунта в приложении Студия RUTUBE?', 0.030113564804196358]]"
"Здравствуйте, подскажите как загрузить обложку со смартфона на канал, в студии окноесть такое?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Какие требования к обложке канала?']","[['Какие требования к обложке канала?', 0.022651083767414093], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.012646865099668503], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.01264684833586216]]"
"добрый день, можно приимерить другую обложку канала в студии на телефоне или нет?(",Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?']","[['Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 0.7059301733970642], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.05683612450957298], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.056836072355508804]]"
Как поменять обложку в профиле канала в рутуп стутии?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Как поменять URL своего RUTUBE канала?']","[['Как поменять URL своего RUTUBE канала?', 0.3023068904876709], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.2497207671403885], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.24972011148929596]]"
"Здравствуйте. Скажите, пожалуйста, можно дли дать доступ к управлению каналом администратору и как его назначить в риложении студии?  есть ли у нас где-то инструкция?","Да, вы можете предоставить доступ к управлению каналом администратору. Для этого в приложении Студии RUTUBE существует возможность предоставить полный доступ к вашей студии другому пользователю. Инструкции по тому, как предоставить доступ к студии вашего канала, вы можете найти в документации RUTUBE. Если вам нужна более подробная информация, пожалуйста, уточните, и я постараюсь помочь.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как предоставить доступ к студии моего канала другому пользователю?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?']","[['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.29222819209098816], ['Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 0.10748350620269775], ['Как предоставить доступ к студии моего канала другому пользователю?', 0.09544739872217178]]"
"Добрый день!Как мне создать доступ для администратора канала, чтобы он смог автономно заходить и размещать видео и пр. через приложение студии","Чтобы создать доступ для администратора канала, чтобы он мог автономно заходить и размещать видео через приложение Студия RUTUBE, вам нужно предоставить ему соответствующие права доступа. Вы можете сделать это через настройки канала в Студии RUTUBE, где можно предоставить полный доступ к вашей студии другому пользователю. 

Если у вас есть дополнительные вопросы о конкретных шагах, пожалуйста, уточните!",ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как предоставить доступ к студии моего канала другому пользователю?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.3355919420719147], ['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.11987747997045517], ['Как предоставить доступ к студии моего канала другому пользователю?', 0.10911683738231659]]"
Не понимаю как управлять каналом другим с тудии рутуба на смартфоне,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Как завести канал на RUTUBE?']","[['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.9542373418807983], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.9542373418807983], ['Как завести канал на RUTUBE?', 0.06481101363897324]]"
Можно управлть каналом грузить видео на чужой профиль только на сайте? В приложении студии сделайте так,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?']","[['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.41097506880760193], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.41097450256347656], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.03257635980844498]]"
"приложение студии 50/50 сыровато дизайн как для дедушек если было бы более мимолистично по типу как в ютубе было бы имба и скажите пожалуйста какую обложку можно загружать на канала, не могу разобраться ",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Какие требования к обложке канала?']","[['Какие требования к обложке канала?', 0.0715612843632698], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.03593340143561363], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.03593340143561363]]"
"На 4 с минусом на момент начала 2021гПоследние пять лет сколько не заходил  на РuTube то сразу закрывал страницу. Какой-то совершенно невнятный интерфейс и неясно можно грузить обложку или нет и какую,хочу поменять уже оформление канала","Вы можете изменить обложку канала и фото профиля в приложении Студия RUTUBE. Если вам нужно поменять оформление канала, вам стоит зайти в это приложение и воспользоваться соответствующими функциями. Если у вас возникли сложности с интерфейсом, попробуйте обратиться к справочным материалам или руководству пользователя RUTUBE для получения более подробной информации.",МОДЕРАЦИЯ,Долгая модерация,"['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?']","[['Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 0.06779550760984421], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.024825770407915115], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.024825770407915115]]"
Добрый день! Не получается загрузить обложку к каналу. Формат что ль не тот . Подскажите пожалуйста,"Чтобы загрузить обложку к каналу на RUTUBE, необходимо учитывать определенные требования к формату изображения. Однако в предоставленных фрагментах документации нет конкретной информации о требованиях к формату обложки канала. Я рекомендую проверить, чтобы изображение соответствовало стандартным требованиям, таким как формат (например, JPEG, PNG) и размеры (например, 1280x720 пикселей). Если проблема сохраняется, попробуйте обратиться в службу поддержки RUTUBE для получения более детальной информации.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Какие требования к обложке канала?', 'Какие требования к обложке канала?', 'Как мне лучше оформить свой канал?']","[['Какие требования к обложке канала?', 0.43884629011154175], ['Какие требования к обложке канала?', 0.43884629011154175], ['Как мне лучше оформить свой канал?', 0.009799622930586338]]"
какой должна быть обложка канала? По размерам и прочему,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Какие требования к обложке канала?', 'Какие требования к обложке канала?', 'Какие требования к обложке видео?']","[['Какие требования к обложке канала?', 0.19479523599147797], ['Какие требования к обложке канала?', 0.1947944164276123], ['Какие требования к обложке видео?', 0.0337272509932518]]"
хочу изменять интерфейс в обзоре студии приложения,"В приложении Студия RUTUBE вы можете менять местами или скрывать разделы во вкладке ""Обзор"". Таким образом, у вас есть возможность изменять интерфейс, чтобы он соответствовал вашим предпочтениям.",ПРЕДЛОЖЕНИЯ,Навигация,"['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?']","[['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.8013266324996948], ['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.8013266324996948], ['Можно ли изменить обложку канала и фото профиля в приложении Студия RUTUBE?', 0.004526334349066019]]"
как передвигать блоки в обзоре в студиия7 на самсунге,Я не знаю.,ПРЕДЛОЖЕНИЯ,Навигация,"['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?']","[['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.010228533297777176], ['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.01022852398455143], ['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.0013070356799289584]]"
Добрый вечер!!! Хотел бы уточнить как я могу посмотреть аналитику видео в приложении студия на андроиде?,"Чтобы посмотреть аналитику по конкретному видео в приложении Студия RUTUBE на андроиде, вам нужно открыть приложение и перейти в раздел с видео. Найдите нужное видео и выберите его. В открывшемся меню будет доступна информация по аналитике, где вы сможете увидеть статистику просмотров, взаимодействий и другие данные.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?']","[['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.6835064888000488], ['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.683506429195404], ['Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?', 0.04557865113019943]]"
"Здравствуйте.Подскажите пожалуйста, где в мобильном приложении (скачивала из гугл стора) найти аналитику Rutube студию. можно смотреть аналитику на ролик на сайте и так далее.А в смартфоне вообще не могу найти, тыкая на аватарку попадаем в настройки.Спасибо за помощь.",Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Где можно скачать приложение Студия RUTUBE?']","[['Где можно скачать приложение Студия RUTUBE?', 0.7397537231445312], ['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.5503727197647095], ['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.5503727197647095]]"
"Добрый вечер. перешел с ютуба и не могу найти где посмотреть аналитику одного видео а не всех на моем канале , подскажите как и где это можно посмотреть в студии на хуавей?","Чтобы посмотреть аналитику по конкретному видео в приложении Студия RUTUBE, вам нужно открыть приложение, выбрать нужное видео из списка ваших загрузок, а затем перейти в раздел аналитики. Там вы сможете увидеть данные, относящиеся именно к этому видео, такие как просмотры, лайки и комментарии.",УПРАВЛЕНИЕ АККАУНТОМ,Аналитика,"['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Где посмотреть подробную аналитику по монетизации моего канала и информацию о начислениях?']","[['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.07613522559404373], ['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.07613522559404373], ['Где посмотреть подробную аналитику по монетизации моего канала и информацию о начислениях?', 0.003325293306261301]]"
сколько мне начислили за видео в студии андроида?,Я не знаю.,ВИДЕО,Комментарии,"['Скольким пользователям можно предоставить доступ к студии канала?', 'Как пожаловаться на видео, если оно нарушает авторские права?', 'Сколько комментариев можно закрепить под видео?']","[['Сколько комментариев можно закрепить под видео?', 0.0010517706396058202], ['Скольким пользователям можно предоставить доступ к студии канала?', 0.001038168091326952], ['Как пожаловаться на видео, если оно нарушает авторские права?', 0.0010329403448849916]]"
можно как-то увидеть сколько рублей придет за мой блогерский ролик? Пользуюсь студией приложением,Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?']","[['Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?', 0.0044875857420265675], ['Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?', 0.004487568512558937], ['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.0012621989008039236]]"
где заполнить заявку на монетизацию в студии руьуба?,Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Как написать обращение в поддержку через приложение Студия RUTUBE? ', 'Где можно скачать приложение Студия RUTUBE?', 'Как написать обращение в поддержку через приложение Студия RUTUBE?']","[['Как написать обращение в поддержку через приложение Студия RUTUBE? ', 0.6459812521934509], ['Как написать обращение в поддержку через приложение Студия RUTUBE?', 0.6459811925888062], ['Где можно скачать приложение Студия RUTUBE?', 0.03540552034974098]]"
как стать партнером в приложении студии,"Чтобы стать партнером в приложении Студия RUTUBE, вам нужно подключиться к партнерской программе. Для этого вам следует ознакомиться с инструкциями по подключению к партнерской программе в приложении Студия RUTUBE. Обязательно следуйте указаниям, чтобы успешно завершить процесс регистрации и стать партнером.",ПРЕДЛОЖЕНИЯ,Монетизация,"['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?']","[['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 0.10804413259029388], ['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 0.1080438643693924], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.003604255151003599]]"
"как оформить договор чтобы деньги получать в приложении, мне сказадли в студии надо заявку оформить но я не могу найти такой раздел",Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 'Как написать обращение в поддержку через приложение Студия RUTUBE? ', 'Как мне вывести средства с баланса в личном кабинете?']","[['Как написать обращение в поддержку через приложение Студия RUTUBE? ', 0.0742473304271698], ['Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 0.04091981053352356], ['Как мне вывести средства с баланса в личном кабинете?', 0.0014450688613578677]]"
Здравствуйте !  Мне не хватает функционала в настройке своего канала:нужна возможность помещать видео в плейлист.Хотелось бы иметь возможность делать это в приложении студии,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.13887830078601837], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.051947757601737976], ['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.021722935140132904]]"
"как на сайте можно создавать подборки-плейлситы своих видео, как то же делать в приложении студии?","Чтобы создать плейлисты своих видео на сайте RUTUBE, необходимо воспользоваться функционалом, который доступен в приложении Студия RUTUBE. В приложении вы можете создать плейлист, следуя инструкциям, которые также применимы и для веб-версии. 

К сожалению, конкретные шаги по созданию плейлистов в приложении или на сайте в предоставленных фрагментах документации не указаны. Если вам нужна подробная инструкция, рекомендую обратиться к полной документации или справочному разделу на сайте RUTUBE.",ВИДЕО,Загрузка видео,"['Как создать плейлисты в приложении Студия RUTUBE?', 'Как создать плейлисты в приложении Студия RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?']","[['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.37716737389564514], ['Как создать плейлисты в приложении Студия RUTUBE?', 0.36138084530830383], ['Как создать плейлисты в приложении Студия RUTUBE?', 0.3613807260990143]]"
Хотелось бы больше возможностей по созданию и управлению плейлистами. Нет возможности создать плейлисты из роликов моих,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как создать плейлисты в приложении Студия RUTUBE?', 'Как создать плейлисты в приложении Студия RUTUBE?', 'Сколько плейлистов можно создать на канале?']","[['Как создать плейлисты в приложении Студия RUTUBE?', 0.08263254165649414], ['Как создать плейлисты в приложении Студия RUTUBE?', 0.08263242244720459], ['Сколько плейлистов можно создать на канале?', 0.04302111268043518]]"
Именно подборки сделать возможности нет. Но вы можете создать плейлисты и добавить туда необходимые видеоролики. Создать их можно в Студии RUTUBE: https://studio.rutube.ru/playlists.Не могу войти,Я не знаю.,ВИДЕО,Загрузка видео,"['Как создать плейлисты в приложении Студия RUTUBE?', 'Как создать плейлисты в приложении Студия RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?']","[['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.8769828677177429], ['Как создать плейлисты в приложении Студия RUTUBE?', 0.4829331040382385], ['Как создать плейлисты в приложении Студия RUTUBE?', 0.4829331040382385]]"
Здравствуйте разработчики приложение студии на андроид классное у меня вопрос можно загружать видео на это приложение ,"Да, в приложении Студия RUTUBE можно создавать и загружать видео.",ВИДЕО,Загрузка видео,"['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 'Как написать обращение в поддержку через приложение Студия RUTUBE? ']","[['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.6363990902900696], ['Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 0.2970242500305176], ['Как написать обращение в поддержку через приложение Студия RUTUBE? ', 0.025103310123085976]]"
"Доброго времени суток. Я здесь новенькая, подскажите, пожалуйста, можно загружать видео? Отправлено с Студия RUTUBE на Android","Да, в приложении Студия RUTUBE можно создавать и загружать видео. Вы можете загружать как обычные видео, так и Shorts. Если у вас есть дополнительные вопросы по этому процессу, не стесняйтесь спрашивать!",ВИДЕО,Загрузка видео,"['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 'Можно ли загружать видео на RUTUBE с YouTube?']","[['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.5338636636734009], ['Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 0.4850643575191498], ['Можно ли загружать видео на RUTUBE с YouTube?', 0.4566701650619507]]"
я хочу начать трансляцию но на телефоне студия для андроид,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли запускать приватные трансляции на RUTUBE?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.08616723120212555], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.08616723120212555], ['Можно ли запускать приватные трансляции на RUTUBE?', 0.003109367797151208]]"
"скачала студию с рустора, как запустить стрим?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли на RUTUBE стримить музыку?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?']","[['Можно ли на RUTUBE стримить музыку?', 0.022618887946009636], ['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 0.008372263051569462], ['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 0.00837225466966629]]"
есть возможность запуска стримой для студии андроида?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?']","[['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.006352009251713753], ['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.004093717318028212], ['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.004093714989721775]]"
Здравствуйте а как можно запустить трансляцию в студии ноо я на хуавее?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как запустить приватную трансляцию?', 'Как запустить приватную трансляцию?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.03236258029937744], ['Как запустить приватную трансляцию?', 0.02754291333258152], ['Как запустить приватную трансляцию?', 0.027542898431420326]]"
