question,answer,class_1,class_2,vector_database_result,reranker_result
"Купил недавно приставку, еще не разобрался, как-то можно скачать на нее приложение Рутуб?",Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Где можно скачать приложение Студия RUTUBE?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Что такое мобильное приложение Студия RUTUBE?', 'Что такое мобильное приложение Студия RUTUBE?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Как зарегистрироваться в приложении Студия RUTUBE?']","[['Где можно скачать приложение RUTUBE для Smart TV?', 0.6649007797241211], ['Где можно скачать приложение Студия RUTUBE?', 0.5137162208557129], ['Доступно ли приложение Студия RUTUBE на планшетах?', 0.3683147132396698]]"
Можно ли скачать Рутуб детям на телевизор?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Персонализация 0,"['Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 0.9383990168571472], ['Где можно скачать приложение RUTUBE для Smart TV?', 0.4716492295265198], ['Можно ли скачать видео с RUTUBE?', 0.46708035469055176]]"
"Мой сын любит смотреть мультики у вас, хотела ему на телевизоре их включать, есть ли увас приложение? У меня приставка Xiaomi.","Да, у нас есть приложение RUTUBE, которое доступно для различных телевизоров и ТВ-приставок, включая приставку Xiaomi. Вы можете установить его и наслаждаться просмотром мультиков.",ДОСТУП К RUTUBE,Приложение ,"['Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Будет ли приложение работать без обновлений на старых моделях Smart TV?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Как выбрать качество 4К в приложении RUTUBE на ТВ?']","[['Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 0.012857578694820404], ['Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 0.010158460587263107], ['Будет ли приложение работать без обновлений на старых моделях Smart TV?', 0.0024051207583397627]]"
"Недавно купил смарт тв, откуда скачать ваше приложение можно?",Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Где можно скачать приложение RUTUBE для Smart TV?', 'Где можно скачать приложение Студия RUTUBE?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Будет ли приложение работать без обновлений на старых моделях Smart TV?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'В каких странах доступно приложение RUTUBE для Smart TV?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Как выбрать качество 4К в приложении RUTUBE на ТВ?']","[['Где можно скачать приложение RUTUBE для Smart TV?', 0.46964502334594727], ['В каких странах доступно приложение RUTUBE для Smart TV?', 0.010172777809202671], ['Где можно скачать приложение Студия RUTUBE?', 0.008631259202957153]]"
"Где искать ваше приложение на телевизоре, не понимаю?","Чтобы найти приложение RUTUBE на телевизоре, вам следует обратиться к магазину приложений вашего телевизора или ТВ-приставки. Приложение доступно для различных моделей телевизоров и приставок. Если вы не можете найти приложение, возможно, ваш телевизор или приставка не поддерживаются. В таком случае рекомендуется проверить информацию о поддерживаемых устройствах или обратиться к производителю вашего телевизора.",ПРЕДЛОЖЕНИЯ,Персонализация 0,"['Где можно скачать приложение RUTUBE для Smart TV?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 'Как выбрать качество 4К в приложении RUTUBE на ТВ?', 'Будет ли приложение работать без обновлений на старых моделях Smart TV?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Где можно скачать приложение Студия RUTUBE?']","[['Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 0.266598641872406], ['Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 0.24458859860897064], ['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.23151333630084991]]"
Помогите скачать Rutub на телевизор.,"Чтобы скачать RUTUBE на телевизор, вам нужно выполнить следующие действия:

1. Проверьте наличие приложения RUTUBE в встроенном магазине вашего телевизора. Если приложение доступно, просто скачайте и установите его.

2. Если вы не нашли приложение RUTUBE в магазине, узнайте, как установить его на телевизоры LG, Samsung или Hisense. В некоторых случаях может потребоваться установка через сторонние источники или использование других методов.

3. После установки приложения на экране телевизора появится код. Этот код будет необходим для активации приложения, и его нужно будет ввести в соответствующем разделе на сайте RUTUBE.

Если у вас возникнут дополнительные вопросы по установке, пожалуйста, уточните.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Где можно скачать приложение RUTUBE для Smart TV?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Где можно скачать приложение Студия RUTUBE?', 'Можно ли скачать видео с RUTUBE?', 'Как выбрать качество 4К в приложении RUTUBE на ТВ?', 'В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 'Как завести канал на RUTUBE?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?']","[['В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 0.49387574195861816], ['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 0.29817354679107666], ['Где можно скачать приложение RUTUBE для Smart TV?', 0.13800927996635437]]"
"Не нашел ваше приложение в магазине, как его можно еще скачать?","Чтобы установить приложение RUTUBE вручную, если его нет в магазине приложений, вы можете воспользоваться следующими способами:

1. Перейдите на официальный сайт RUTUBE, где может быть доступна версия приложения для скачивания.
2. Проверьте наличие APK-файла для Android-устройств на сторонних ресурсах, но будьте осторожны и скачивайте только с проверенных сайтов.
3. Если у вас телевизор, который больше не поддерживается производителем, возможно, стоит рассмотреть использование потокового устройства, поддерживающего RUTUBE.

Если у вас возникнут дополнительные вопросы, пожалуйста, дайте знать!",МОДЕРАЦИЯ,Долгая модерация,"['Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Где можно скачать приложение Студия RUTUBE?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ']","[['Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 0.11454518884420395], ['Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 0.11207479983568192], ['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.03878743574023247]]"
Что делать если приложения рутуб нет в магазине? Откуда еще скачать?,"Если приложения RUTUBE нет в магазине, вы можете установить его вручную. Для этого существуют различные методы в зависимости от вашей модели телевизора. Например, для телевизоров LG, Samsung и Hisense, можно воспользоваться альтернативными источниками, такими как загрузка APK-файла приложения с официального сайта или сторонних ресурсов. Убедитесь, что вы включили установку приложений из неизвестных источников в настройках вашего телевизора.",ДОСТУП К RUTUBE,Приложение ,"['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Где можно скачать приложение Студия RUTUBE?', 'Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 'Что такое мобильное приложение Студия RUTUBE?', 'Что такое мобильное приложение Студия RUTUBE?']","[['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.9540635943412781], ['Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 0.9058024883270264], ['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 0.842190146446228]]"
"Не нашел Рутуб в приложениях, как его скачать на Samsung?","Если вы не нашли приложение RUTUBE в магазине приложений на вашем Samsung, вы можете установить его вручную. Для этого выполните следующие шаги:

1. Перейдите в настройки вашего устройства.
2. Найдите раздел ""Безопасность"" и включите установку приложений из неизвестных источников.
3. С помощью браузера на вашем устройстве перейдите на официальный сайт RUTUBE или другой надежный источник, чтобы скачать APK-файл приложения.
4. После загрузки файла, откройте его и следуйте инструкциям на экране для завершения установки.

Если у вас возникнут трудности, проверьте, поддерживает ли ваш телевизор установку сторонних приложений.",ДОСТУП К RUTUBE,Приложение ,"['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Где можно скачать приложение Студия RUTUBE?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Что такое мобильное приложение Студия RUTUBE?', 'Что такое мобильное приложение Студия RUTUBE?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?']","[['Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 0.9185835719108582], ['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 0.8698417544364929], ['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.7755886912345886]]"
"У меня телевизор Samsung 2015 года, не могу скачать ваше приложение, помогите",Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Где можно скачать приложение RUTUBE для Smart TV?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Как выбрать качество 4К в приложении RUTUBE на ТВ?', 'Где можно скачать приложение Студия RUTUBE?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Будет ли приложение работать без обновлений на старых моделях Smart TV?', 'В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?']","[['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 0.057760465890169144], ['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.04039213806390762], ['Будет ли приложение работать без обновлений на старых моделях Smart TV?', 0.031449876725673676]]"
"Почему-то в магазине LG нет приложения Rutube, можно его как-то с вашего сайта скачать?","Если приложение RUTUBE отсутствует в магазине приложений на вашем телевизоре LG, вы можете установить его, следуя инструкции по установке RUTUBE на телевизоры LG, Samsung и Hisense, когда приложения нет во встроенном магазине. К сожалению, информация о скачивании приложения с сайта RUTUBE в документации не представлена. Убедитесь, что вы следуете шагам, рекомендованным для установки на вашем устройстве.",ДОСТУП К RUTUBE,Приложение ,"['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Где можно скачать приложение Студия RUTUBE?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.902334988117218], ['Можно ли скачать видео с RUTUBE?', 0.5689401030540466], ['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 0.5405465364456177]]"
"Мне сказали мой телевизор больше не поддерживается, хотя модель новая и прекрасно работает. Как-то можно ваше приложение поставить с файла?","Если ваш телевизор больше не поддерживается, а приложение RUTUBE отсутствует в магазине приложений, вы можете попробовать установить его вручную. Для этого вам следует найти файл установки приложения RUTUBE (обычно в формате .apk) и загрузить его на телевизор. Однако, имейте в виду, что такая установка может потребовать включения режима разработчика на вашем телевизоре и разрешения на установку приложений из неизвестных источников. 

Если у вас возникнут трудности, стоит обратиться к документации вашего телевизора или на форум поддержки производителя для получения детальных инструкций.",ДОСТУП К RUTUBE,Приложение ,"['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Будет ли приложение работать без обновлений на старых моделях Smart TV?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Как написать обращение в поддержку через приложение Студия RUTUBE? ', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Как выбрать качество 4К в приложении RUTUBE на ТВ?']","[['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.8978508710861206], ['Будет ли приложение работать без обновлений на старых моделях Smart TV?', 0.16622090339660645], ['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 0.009676392190158367]]"
"Что делать, если приложения Rutub нет в магазине и производитель больше не поддерживает модель телевизора?","Если приложение RUTUBE отсутствует в магазине приложений вашего телевизора и производитель больше не поддерживает вашу модель, вы можете попробовать установить RUTUBE через альтернативные методы. 

Для телевизоров LG, Samsung и Hisense можно воспользоваться следующими рекомендациями:

1. Проверьте наличие встроенного браузера на вашем телевизоре. Если он есть, вы можете зайти на сайт RUTUBE и пользоваться сервисом через веб-версию.
2. Рассмотрите возможность установки приложения через сторонние источники или использовать функции кастинга с мобильного устройства на телевизор, если это поддерживается вашим телевизором.

Если ни один из этих вариантов не подходит, вам может понадобиться подумать о приобретении нового устройства, совместимого с RUTUBE.",ДОСТУП К RUTUBE,Приложение ,"['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?', 'Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Будет ли приложение работать без обновлений на старых моделях Smart TV?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 'Как написать обращение в поддержку через приложение Студия RUTUBE? ']","[['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.9803929924964905], ['Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 0.7711697816848755], ['В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 0.4506872892379761]]"
"Отправили в командировку за границу, ваше приложение везде доступно?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Доступно ли приложение Студия RUTUBE на планшетах?', 'В каких приложениях доступны прямые трансляции?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.03879579156637192], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.03879578411579132], ['Доступно ли приложение Студия RUTUBE на планшетах?', 0.016336258500814438]]"
"Поехали в отпуск в Турцию, тут купили приставку и хотим поставить RUTUBE, это получится?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как завести канал на RUTUBE?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Как установить приложение RUTUBE вручную, если его нет в магазине приложений?']","[['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.09618177264928818], ['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.09618177264928818], ['Как завести канал на RUTUBE?', 0.07764128595590591]]"
"Где найти ролики, которые я посмотрел?","Чтобы найти историю просмотра роликов, вам нужно обратиться в раздел истории просмотра на видеосервисе RUTUBE. Там вы сможете увидеть все ролики, которые вы смотрели ранее.",ВИДЕО,Загрузка видео,"['Где найти свои ролики Shorts?', 'Где найти историю просмотра?', 'Где посмотреть, к каким студиям мне предоставлен доступ?', 'Как изменить мой ролик?', 'Как изменить мой ролик?', 'Монетизируются ли ролики Shorts?', 'Как размещать ролики на главной странице RUTUBE?', 'Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 'Как удалить мой видеоролик?', 'Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?']","[['Где найти свои ролики Shorts?', 0.4896987974643707], ['Где найти историю просмотра?', 0.262311726808548], ['Где посмотреть, к каким студиям мне предоставлен доступ?', 0.034012168645858765]]"
"Куда сохраняется история, что я смотрел?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Где найти историю просмотра?', 'Как очистить историю просмотра?', 'Где посмотреть, к каким студиям мне предоставлен доступ?', 'Как очистить историю поиска?', 'Сохранится ли приватная трансляция?', 'По какой ссылке доступна запись трансляции?', 'Сохраняется ли приватная трансляция?', 'Как удалить мой видеоролик?', 'Могу ли я скачать копию моей трансляции?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?']","[['Где найти историю просмотра?', 0.5614915490150452], ['Сохраняется ли приватная трансляция?', 0.14545074105262756], ['Сохранится ли приватная трансляция?', 0.0801231637597084]]"
Как мне удалить видео из истории?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Удаление аккаунта,"['Как удалить видео?', 'Как удалить мой видеоролик?', 'Как очистить историю просмотра?', 'Как очистить историю поиска?', 'Как закрепить видео на канале?', 'Как загрузить видеоролик на сайт?', 'Как изменить порядок видео на канале?', 'Где найти историю просмотра?', 'Как пожаловаться на видео, если оно нарушает авторские права?', 'Можно ли отключить рекламу в видео?']","[['Как удалить мой видеоролик?', 0.5895046591758728], ['Как удалить видео?', 0.4342322051525116], ['Можно ли отключить рекламу в видео?', 0.006214494816958904]]"
Можно ли очистить список просмотренного на аккаунте?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Как очистить историю просмотра?', 'Как очистить историю поиска?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Можно ли отсортировать видео по статусу в категории ""Модерация/Отклонено""?', 'Можно ли заблокировать пользователя, оставляющего оскорбительные комментарии?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с ограниченными правами просмотра?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с правами просмотра?', 'Можно ли отследить действия пользователей, которым выдали доступ к студии канала?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?']","[['Как очистить историю просмотра?', 0.4718341827392578], ['Как очистить историю поиска?', 0.00827852077782154], ['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.005567949265241623]]"
Как удалить историю из поиска?,Я не знаю.,ПОИСК,История поиска,"['Как очистить историю поиска?', 'Как очистить историю просмотра?', 'Как удалить видео?', 'Где найти историю просмотра?', 'Я хочу удалить свой аккаунт. Как это сделать?', 'Как удалить мой видеоролик?', 'Как отключить автовоспроизведение?', 'Как восстановить пароль?', 'Как сменить пароль?', 'Как изменить дату отложенной публикации?']","[['Как очистить историю поиска?', 0.4678831100463867], ['Как очистить историю просмотра?', 0.007111937738955021], ['Как удалить мой видеоролик?', 0.0012465049512684345]]"
Можно ли удалить историю в поиске?,Я не знаю.,ПОИСК,История поиска,"['Как очистить историю поиска?', 'Как очистить историю просмотра?', 'Могу ли я удалить запись трансляции после ее окончания?', 'Где найти историю просмотра?', 'Можно ли отключить рекламу в видео?', 'Как удалить видео?', 'Я хочу удалить свой аккаунт. Как это сделать?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли включить отложенную публикацию видео?']","[['Как очистить историю поиска?', 0.5684154629707336], ['Как очистить историю просмотра?', 0.0069667440839111805], ['Где найти историю просмотра?', 0.0011669169180095196]]"
